No.,Texto
753,"Mientras nuestro instinto es huir del peligro, ellos hacen lo contrario, por tratar de mantener al pueblo salvadoreño seguro. Ellos están con nosotros. La pregunta es: ¿Estamos nosotros con ellos o estamos con los mismos de siempre?"
754,La verdadera controversia es si vamos a permitir que nuestra gente siga muriendo a manos de los delincuentes y de los que los protegen a ellos.
755,Algunos PENDIENTES que tienen los diputados en la mesa: -Ley de Aguas (13 años en discusión). -Reforma de Pensiones (más de dos décadas). -Ley sobre los crímenes del conflicto armado (27 años). -Voto REAL en el exterior. -Fondos para las fases 2 y 3 del Plan Control Territorial.
756,"Hoy ingresamos 1,400 nuevos soldados a nuestra Fuerza Armada. Todos ellos, a su vez, vendrán a engrosar las filas del #PlanControlTerritorial Son días difíciles para nuestros héroes, porque no solo deben enfrentarse a la delincuencia y al crimen..."
757,"Da impotencia saber que ahí están, en su madriguera, protegidos por las leyes y el sistema que ellos mismos han diseñado a su antojo, burlándose del pueblo salvadoreño, que ya no aguanta más."
758,"Se “indignan” por ver militares y policías en la Asamblea, pero en la misma Asamblea Legislativa recibieron pandilleros, incluso les decían cuantos salvadoreños podían matar. ¿Dónde están los comunicados de estos entes condenado esas acciones que costaron vidas de salvadoreños?"
759,"Pero ellos necesitan implementos, equipo, condiciones mínimas que no tienen, porque su aprobación depende de los mismos que tienen pactos con criminales, que financian estructuras terroristas, que canjearon votos a cambio de la sangre de los salvadoreños."
760,"Ellos hacen lo que la mayoría no haría: arriesgar su vida para salvar a los demás. Y nuestro país necesita gente así, que esté dispuesta a defendernos de los crimínales, que eviten que asesinen a nuestro pueblo."
761,"Hoy, luego de su entrenamiento, incorporamos 1,400 nuevos soldados a la @FUERZARMADASV, a su vez, estos 1,400 nuevos soldados se incorporarán al #PlanControlTerritorial, para darle seguridad a nuestras familias."
762,"En cualquier país del mundo, la renuncia del presidente del principal partido de oposición por que lo investigan por TRÁFICO DE ARMAS, sería un escándalo nacional. Estamos tan acostumbrados a que los políticos negocien, financien y protejan crimínales, que esto ya se ve normal."
763,"Nadie dijo que sería fácil... La pregunta es: ¿de qué lado querés estar? ¿De los delincuentes y los políticos que los protegen, o del pueblo salvadoreño y su tan anhelada seguridad?"
764,“Militarización de violin”. Al menos de acuerdo a los diputados y sus amigos.
765,Ayer graduamos 280 nuevos policías para nuestro país. Ellos están dispuestos a arriesgar sus vidas para proteger las nuestras y las de nuestras familias. Es hora de que decidamos de que lado queremos estar.
766,"Vamos a luchar por ustedes, por nuestros soldados y por el pueblo salvadoreño. A costa de lo que sea."
767,"El #PlanControlTerritorial funciona, pero hay dos cosas que preocupan: 1. Mantener estos resultados en el tiempo no es fácil. 2. Falta mucho por hacer, los salvadoreños aún sufren por la delincuencia. Mientras tanto, los diputados siguen protegiendo y pactando con criminales."
768,"Podemos confirmar que el lunes 10 de febrero a cerrado con 0 homicidios a nivel nacional. A pesar de todos los obstáculos, el #PlanControlTerritorial funciona. Sabemos que aún falta muchísimo por hacer, por eso es importante contar con los recursos necesarios para avanzar más."
769,"A la comunidad internacional, a la prensa, ONG’s, organismos multilaterales, actores políticos, Esto es lo que financian los diputados y los dos partidos que controlan la Asamblea. Esto es lo que no permiten que detengamos. Esto es lo importante. Dejemos la hipocresía.

Y vamos a luchar contra eso. Con la ayuda de Dios, del pueblo, de nuestra @FUERZARMADASV y nuestra @PNCSV. Por más resoluciones que emitan. Sabemos que van a tratar de proteger el sistema. Estamos dispuestos a dar todo, incluso este cargo, que como la misma vida, es prestado."
770,"Los diputados están ofendidos. Así que castigarán al pueblo no aprobando los fondos que prometieron aprobar hoy. De nuevo mintieron. No es de extrañarse, lo hacen siempre. Lo que no entiendo, es como hay gente que los defiende. Aunque sean una minoría."
771,"Tal vez algunos esperaban que me sumara al coro de los hipócritas. Que dejara que se tardaran otro año en “analizar” lo que ya habían analizado, aprobado, rechazado y vuelto a aprobar. Aplaudieran si me sumara a ellos, a que las cosas sigan igual o, peor, que fueran como antes."
772,"Al final, cuando las aguas se calmen (como todo), quedará claro quienes estamos luchando por el pueblo y quienes no. Por el contrario, financian delincuentes, al mismo tiempo que bloquean los fondos para nuestros policías y nuestros soldados, y para proteger a los salvadoreños."
773,12 horas estuvieron sin PPI y hasta pidieron intervención internacional por esa “gravísima violación a sus derechos”. ¿Y el 99% de los salvadoreños que no tienen guardaespaldas? ¿Y los que contienen la respiración cada vez que para el bus? ¿Por qué ellos no merecen seguridad?
774,"Lo más triste, es que muchos de los que los defienden, no gozan de esos privilegios. No tienen escoltas o PPI y probablemente hasta han sido victimas de la delincuencia que los diputados no quieren combatir. Están tan acostumbrados a defender al patrón, que ya ni se dan cuenta."
775,"En nuestro país, tristemente, siempre ha habido ciudadanos de primera y de segunda clase. Decenas de miles de salvadoreños murieron asesinados. Nos convirtieron en el país MÁS PELIGROSO DEL MUNDO, muchas de esas armas compradas con dinero que salió de los partidos políticos."
776,"En el evento de ayer no hubo ni siquiera un golpeado, mucho menos un disparo o un mueble roto. Pero en otros lugares, 4 salvadoreños murieron a manos de los criminales que ellos protegen. Se escandalizan por lo primero, pero no creen que sea urgente hacer nada por lo segundo."
777,"No condenan que los diputados tengan secuestrados los fondos de la seguridad, mientras financian pandillas y les prestan polígonos de tiro para entrenarlos a matar a los salvadoreños. Pero condenan el acto de ayer, cuando no se quebró un solo vidrio, ni se manchó un solo muro."
778,"¿Por qué no hubo comunicados de los mismos de siempre ante estos hechos? Por dos simples razones: 1. No son convenientes a su agenda política. 2. Para ellos vale más que unos diputados se sientan “ofendidos”, que las miles de vidas que le arrebataron a los salvadoreños."
779,"Cuanta hipocresía de los defensores de los mismos de siempre. Ya se sabe que pandilleros fueron recibidos en la Asamblea Legislativa (consta en el requerimiento fiscal), pero los mismos que guardan silencio cómplice, se escandalizan porque entraron quienes cuidan nuestras vidas."
780,"A la Comunidad Internacional: El Salvador está dominado por los bandos de la guerra civil, esos dos bandos continúan con la corrupción y negocian con grupos crimínales. Hay videos de ellos negociando vidas a cambio de votos. El pueblo ya se cansó y el Presidente está con ellos."
781,"Medio millón para las pandillas, pero no quieren ni reunirse a discutir los recursos que nuestros policías y soldados necesitan. Gracias a Dios, nuestra Constitución no les permite decidir si quieren asistir o no. Por más ONGs de fachada que pongan a publicar comunicados."
782,"Convoco al pueblo salvadoreño a presentarse a la @AsambleaSV, este domingo a las 3pm, a ser testigos de la sesión extraordinaria para la votación sobre el financiamiento de la #Fase3 del #PlanControlTerritorial y darle a nuestros policías y soldados las condiciones que necesitan."
783,"Los diputados de la @AsambleaSV se presentarán este domingo a las 3pm, para votar por el financiamiento para la #Fase3 del #PlanControlTerritorial Así lo decidió el Consejo de Ministros."
784,"Les comparto mi respuesta, ante el anuncio de ARENA de no apoyar el financiamiento de la #Fase3 del #PlanControlTerritorial."
785,Este crédito es para la #Fase3 del #PlanControlTerritorial. Son fondos exclusivamente para mejorar las condiciones y capacidades de nuestros policías y soldados. ¿De qué lado están? ¿Hay más diputados involucrados con pandillas?
786,"¿”Por cualquier cosa”? ¿La seguridad de la población es “cualquier cosa”? ¿No han llegado los ministros? Los Ministros de Seguridad, Defensa, Hacienda, el Director de la @PNCSV y la Coordinadora de Gabinete han llegado decenas de veces a explicar la necesidad de este crédito."
787,"Podemos confirmar que enero 2020 se ha convertido en el mes con menos homicidios, desde la Guerra Civil."
788,"Otra noticia que nos indica que vamos en el camino correcto: De acuerdo a la @FGR_SV, los HOMICIDIOS se han reducido 60%, respecto a los mismos primeros 24 días del año pasado. Y los DESAPARECIDOS se han reducido en un 45%, respecto a los mismos primeros 24 días del año pasado."
789,"Se lee fácil, pero no lo es. Hoy, 10 familias (el promedio diario de homicidios cuando recibimos el Gobierno) están descansando en sus casas, en lugar de llorar a sus seres queridos."
790,Podemos confirmar que hemos cerrado el jueves 16 de enero con 0 homicidios a nivel nacional.
791,"Tenemos que construir resultados irrefutables en economía, como lo hemos hecho en seguridad."
792,¡Feliz Año Nuevo a todos! Nuestro país acaba de cerrar el 2019 con el mes más seguro desde los Acuerdos de Paz. Que Dios nos siga bendiciendo.
793,"OTRA PROMESA CUMPLIDA: Más aulas, menos cárceles."
794,"Hoy, terminamos de trasladar al 100% de reos del penal de Chalatenango. En los próximos días, prepararemos todo para su demolición... Promesa cumplida: sacar el penal de Chalatenango ✅ Luego: la construcción de la universidad ⏳"
795,"Luego de que ya no quede ningún reo en el penal de Chalatenango, procederemos a su cierre total y demolición. Ahí construiremos una nueva sede universitaria, para la zona norte de nuestro país."
796,"Este día hemos iniciado con el cierre total y definitivo del Centro Penitenciario de Chalatenango. Solo hoy, trasladamos a más de 600 reos (el 45% de su población penitenciaria) a otros penales. En los próximos días, trasladaremos los restantes 730."
797,Hoy cumpliremos una promesa que le hicimos en campaña a Chalatenango.
798,Ayer estuve en 2 graduaciones: Una de 80 nuevos oficiales de nuestra @FUERZARMADASV. La otra de 794 nuevos sargentos para nuestra @PNCSV. ¡Qué Dios bendiga a nuestros héroes! ¡Qué Dios bendiga a El Salvador!
799,En otras noticias...
800,"Me preguntaron mi postura sobre el entrenamiento de pandilleros realizado por el Gobierno anterior, que les dieran uniformes policiales y militares y que les prestaran los polígonos de tiro. Les dejo mi respuesta:"
801,"•Se duplican los recursos para compra de medicamentos. •Se aprueban todos los escalafones gubernamentales (más de 30,000 beneficiados). •Más fondos para seguridad y defensa. •262 escuelas de fútbol de @LaLiga, una por cada municipio de nuestro país."
802,"•Aumento salarial para 51,000 policías custodios y soldados. •Se duplica la pensión para 70,000 veteranos y ex combatientes del conflicto armado. •Se crean las plazas para todos los médicos internos y en año social. •29 millones para remodelar escuelas. (Sigue)"
803,"Trabajaremos duro para dar todavía mejores resultados, pero necesitamos que la @AsambleaSV haga su parte. Para ellos es fácil, solo deben aprobar los fondos de la #Fase2 y #Fase3 del #PlanControlTerritorial. No tienen excusa para no hacerlo."
804,"Noviembre 2019 se convirtió en el tercer mes con menos homicidios desde los Acuerdos de Paz. Desde hoy, los 4 meses más seguros desde la guerra civil son: 1. Octubre 2019 2. Agosto 2019 3. Noviembre 2019 4. Septiembre 2019 Todos en los primeros 6 meses de nuestro Gobierno."
805,"Seguridad es lo más urgente en estos momentos. Pero estamos dispuestos a que se utilice en medicamentos o algo que también sea urgente para los salvadoreños. Lo que no estamos dispuestos a aceptar es que ese dinero se pierda, solo para afectar, según ellos, al Gobierno."
806,La pregunta es: ¿si los diputados no quieren que esos $21 millones se usen en seguridad? ¿En que proponen que los usemos? Den una propuesta sensata y la vamos a aceptar.
807,"Por lo que el Gobierno ha solicitado esa reorientación de dinero (pagado por los salvadoreños en IMPUESTOS), para que puedan ser utilizados en SEGURIDAD para los mismos salvadoreños que pagaron esos impuestos."
808,"Aquí, un asesor de ARENA CONFIESA que no quieren aprobar los fondos del #PlanControlTerritorial, porque eso podría darnos réditos electorales. ¿Entonces? ¿Qué sigan muriendo salvadoreños? Luego se molestan cuando les decimos que dan asco.

Sería interesante saber si pensaría lo mismo, si viviera en una comunidad asediada por pandillas y sin la capacidad económica para irse a otra zona. No son capaces de sentir empatía, nunca les interesó el pueblo, lo demostraron durante 30 años, y lo siguen demostrando cada día.

¿Se fijaron que su argumento no fue que nos íbamos a robar el dinero? ¿O que el #PlanControlTerritorial no está funcionando? ¿O que los municipios no necesitaban las inversiones? No. Su argumento fue que esto podía dar réditos electorales al Gobierno. Basura. Eso es lo que son."
809,"Los diputados deben dedicarle aunque sea un par de horas (reales) a la seguridad de los salvadoreños. Cuando les conviene algo, lo hacen. Pues esto le conviene a nuestro país y a todos sus habitantes, incluyéndonos y a nuestras familias. Sobre eso, les dejo el siguiente hilo:"
810,"Hoy, los diputados solicitaron una prórroga, para continuar estudiando la ley de reconciliación. Se convocó hoy mismo, se pasó al pleno hoy mismo y se votó hoy mismo, aprobándose con 66 votos. ¿Por qué no hacen lo mismo y aprueban el financiamiento del #PlanControlTerritorial?

El #PlanControlTerritorial necesita los fondos de la Fase 2 y 3, para poder continuar el éxito en la reducción de homicidios y otros delitos. Pero hasta hoy, solo hemos recibido excusas de parte de los diputados, a quienes parece no importarles la seguridad de los salvadoreños.

Sabemos que combatir la delincuencia afecta fuertemente los negocios de los dirigentes de sus partidos, pero la Constitución ordena a los diputados a representar al pueblo entero y no estar ligados a ningún mandato imperativo. Y ¿qué es lo que pide el pueblo abrumadoramente?

Los financiamientos fueron explicados en numerosas reuniones con Ministros, Secretarios, Comisionados y Directores en la @AsambleaSV. Fueron aprobados por unanimidad por los Gobernadores del @BCIE_Org. Los resultados del Plan son medibles y han sido elogiados internacionalmente.

La alerta de @TravelGov fue bajada gracias a sus resultados y el mismo Fondo Monetario Internacional dice que es una de las razones (junto con el combate a la corrupción)por las cuales la desaceleración económica mundial no impactará a El Salvador. https://www.imf.org/es/News/Articles/2019/11/08/pr19404-el-salvador-imf-staff-concludes-visit"
811,Palabras y más palabras... Estoy seguro que el pueblo salvadoreño ya se aburrió de escuchar palabras de quienes nunca le cumplieron. ¿Por qué no votan por el financiamiento de la #Fase2 y #Fase3 del #PlanControlTerritorial y demuestran de que lo que hablan es verdad?
812,¿Y cuándo salga el video donde está reunido con pandilleros?
813,"Norman Quijano lleva más de 7 horas declarando en la @FGR_SV. ¿Qué habrá dicho cuando le mostraron el video de casi media hora, de él reunido con pandilleros, después de que juro ante la patria y por su familia y correligionarios, que jamás se había reunido con delincuentes?"
814,"25 años vendiendo armas. Se opone a que el Gobierno le dé seguridad a la población. Hay pruebas de que estafó a la @FUERZARMADASV y de que robó armamento militar. Dice que “está tranquilo”, pero hasta un niño de 5 años notaría que no lo está. Él sabe lo que ha hecho."
815,"Parece que en la lucha contra la delincuencia, la parte más difícil será luchar contra la de cuello blanco. Contra los mercaderes de la muerte."
816,"Señor Ministro @merino_monroy, prepare e interponga la denuncia ante la @FGR_SV contra @glopezdavidson por el hurto de cargamentos de armamento de la @FUERZARMADASV, así como por estafa agravada a la institución. Estoy seguro que @MelaraRaul no dejará pasar delitos tan graves."
817,"Gustavo López y Rodrigo Avila están en contra del #PlanControlTerritorial porque, para ambos, su principal negocio es la venta de armas. Se lucran de la sangre del pueblo y entre menos sangre, menos lucro. Dios les dará su recompensa."
818,"Ya estamos advertidos, el nuevo presidente de ARENA anunció el bloqueo al #PlanControlTerritorial. Quieren que todo regrese como estaba, cuando ellos gobernaban."
819,"Los magistrados que resolvieron que tocar a una niña en sus genitales “NO ES DELITO”, ahora dicen que este servidor ha cometido una “CLARA VIOLACIÓN A LA INDEPENDENCIA JUDICIAL”. ¿Los paladines de la inocencia, ahora condenan sin juicio? Grábenselo: #TocarNiñasSíEsDelito

Es extraño como pasan de “presunción de inocencia”, “tipificación del delito”, “responsable proceso de deliberación”... ...a “constituyen una clara violación a la independencia judicial y obstaculizan indebidamente nuestra función judicial”. ¿Doble moral? #TocarNiñasSÍEsDelito"
820,"Hoy hay una concentración contra la resolución que dijo que tocar a una niña no era delito. La concentración es abierta, pacífica e inclusiva, pero ya que ha sido organizada por mujeres, decidí que la manifestación fuera protegida por 100 mujeres policías. #TocarNiñasSíEsDelito"
821,"Tenemos 3 días de comunicados, posturas y protestas por la resolución del caso del Magistrado Escalante. Pero ahora, hemos decidido pasar de las palabras a la acción. #LasNiñasNoSeTocan #TocarNiñasSíEsDelito"
822,"Lo que hemos logrado hasta ahora, parecía imposible. Sin embargo, sabemos que falta muchísimo para poder llamarnos un país seguro. Sabemos que aún sufren muchas familias. Sabemos que aún estamos empezando. Pero, con la guía de Dios, vamos por el camino correcto."
823,El Salvador’s homicide rate drops sharply. https://news.yahoo.com/el-salvadors-homicide-rate-drops-225802866.html
824,"Ahora a seguir trabajando para convertirnos en un país seguro. Falta mucho para eso, pero vamos en el camino correcto. Aprovecho para hacerle (otra vez) un llamado a los diputados de la @AsambleaSV, para que aprueben los fondos de la Fase 2 y 3 del #PlanControlTerritorial"
825,"Podemos confirmar que octubre 2019 se ha convertido en el mes con menos homicidios, en El Salvador, desde los Acuerdos de Paz.

112 homicidios en total. Dejando a agosto 2019 en segundo lugar con 130 y septiembre 2019 en tercer lugar con 143. Los 3 primeros lugares los ocupan meses ocurridos en nuestro Gobierno (que solo lleva 5 meses)."
826,"En 2 horas, daremos la mejor noticia en materia de seguridad, en lo que va de nuestro Gobierno."
827,"Esta es una burla a nuestro Estado de Derecho. Toda persona es inocente hasta que se demuestre lo contrario, pero aquí ni siquiera se pudo probar su culpabilidad o inocencia, sino que se afirma que no existe delito posible. ¿Tocar los genitales de una niña no sería delito?"
828,"Podemos confirmar que hemos cerrado el martes 29 de octubre, con 0 homicidios a nivel nacional. Gracias a Dios."
829,"Así como el #PlanControlTerritorial, dicen que ya nos dejaron la delincuencia lista, solo para que nosotros la combatiéramos."
830,"Como con el corazón del Centro Histórico, dicen que ellos ya lo habían dejado así, solo faltaba reubicar pacíficamente más de mil ventas, sacar a los buses, remodelar todas las plazas, calles y restaurar edificios públicos, iluminar, meter el cableado subterráneo y dar seguridad."
831,"Los diputados deberían de dejar las comisiones estériles y sumarse al #PlanControlTerritorial, por el bien de nuestro país. ¿Por qué no se suman? ¿No ganaríamos todos?"
832,Podemos confirmar que hemos cerrado el viernes 25 de octubre con 0 homicidios a nivel nacional. Gracias a Dios.
833,"Recuerde esto cuando vea la cara de este diputado. Para este miserable, un joven equivale a un pandillero (y luego se preguntan cómo llegamos acá). ¿Cómo puede odiar tanto a nuestros jóvenes? ¿Por que elegimos diputados así?"
834,"Los diputados que no voten por los fondos necesarios para el #PlanControlTerritorial, solo estarán confirmando las declaraciones de “Noé”, quien repentinamente enfermó hoy."
835,"Negociaron con la sangre del pueblo. Hay pruebas de que financiaron actos terroristas. Lo menos que podemos exigir es la renuncia de @norman_quijano y que el Fiscal General @MelaraRaul procese a los involucrados por violación a la Ley Antiterrorista elblog.com/inicio/testigo-no…

De 20 a 30 años de cárcel y multa de cien mil a quinientos mil dólares. Veremos si la ley aplica para todos."
836,"En otras noticias, en menos de 24 horas hicimos todo lo necesario para pagar el bono a nuestros soldados, policías y custodios. No fueron necesarios 11 días de excusas como los diputados. Cuando alguien quiere hacerlo, lo hace."
837,"A esta hora, sancionando el decreto legislativo que permitirá pagar el bono a los miembros de la @PNCSV, @FUERZARMADASV y @CentrosPenales. La @AsambleaSV tardo 11 días (alegaron que no les quedaba tiempo), pero nosotros no tardaremos ni uno solo."
838,"Decretan dispensa de trámites para algo que no sirve de nada, pero se tardaron 11 días para aprobar los bonos de los policías, soldados y custodios."
839,"Muy bien. Nuestros policías, soldados y custodios, tendrán su bono."
840,"Podemos confirmar que hemos cerrado el trimestre más seguro desde los Acuerdos de Paz. Aún falta mucho, aún sufren muchos salvadoreños, nuestras cifras no son para celebrar, pero nadie puede negar que estamos en el camino correcto. Gracias a Dios."
841,"Lo que ninguno de los Gobiernos anteriores pudo lograr. La alerta de no viajar a El Salvador por inseguridad, ha sido removida por el Gobierno de los Estados Unidos."
842,"Por primera vez en más de una década, se incluye un aumento salarial para todos los miembros (administrativos y operativos) de la @PNCSV, @FUERZARMADASV y @CentrosPenales y se refuerzan las areas de ciencia y tecnología y se priorizan las obras en las comunidades."
843,"Yo que sé que la mayoría están “descansando” y les es imposible reunirse hoy. Y hacer todo mañana sería “mucho trabajo”, o pasado mañana, o el miércoles (sarcasmo). Así que tienen hasta el jueves para aprobar los bonos de la @PNCSV, @FUERZARMADASV y @CentrosPenales."
844,"Por primera vez en más de una década, el presupuesto 2020 incluirá un aumento salarial para la @PNCSV, @FUERZARMADASV y @CentrosPenales, tanto para el personal operativo como para el administrativo."
845,"Cualquiera pensaría que muchos diputados están del lado de los delincuentes o que en su deseo de que el #PlanControlTerritorial falle, no les importa castigar a nuestros héroes. Ese dinero se aprueba cada 3 meses en la @AsambleaSV, nada les costaba. Ni siquiera es un préstamo."
846,"Los diputados de la @AsambleaSV se fueron ayer temprano y no aprobaron los bonos de los policías, soldados y custodios de penales. El dinero ahí está, reposando, sin hacer nada más que esperar que los diputaos se dignen a aprobar el dinero de quienes dan su vida por nosotros."
847,"En todas las reuniones que hemos sostenido en la #UNGA nos han felicitado por nuestros avances en seguridad y nos han urgido a continuar, sin dejar de lado la prevención. Los diputados deben hacer su trabajo y apretar el botón para financiar la #Fase2 del #PlanControlTerritorial"
848,Podemos confirmar que este día (nuevamente) El Salvador tuvo 0 homicidios en todo el territorio nacional. Dios quiera y continúe esta tendencia.
849,"Hago un nuevo llamado a los diputados de la @AsambleaSV a que hagan su trabajo. Solo tienen que apretar un botón, usted o su suplente, y dennos los fondos para financiar la Fase 2 del #PlanControlTerritorial Hagamos que estos resultados sean sostenibles en el tiempo."
850,"Luego del lamentable repunte del viernes, muchos dijeron que nuestro #PlanControlTerritorial había fallado, que nuestras acciones de emergencia, nuestra conferencia, la suspensión de licencias, los helicópteros en apoyo a las patrullas en tierra, que todo sería en vano..."
851,Podemos confirmar que hemos cerrado el día con 0 homicidios en todo el territorio nacional.
852,"Muchos dicen que estamos militarizando la seguridad pública. Lo que no dicen es que siempre ha estado militarizada. La diferencia es que ahora, poco a poco, les estamos dando el lugar que se merecen."
853,"No abandonamos la meta de que, a pesar de ayer, septiembre sea uno de los meses más seguros del siglo. Vamos a trabajar duro para eso."
854,"A está hora, puedo comunicar al país que el repunte de homicidios, que tuvimos ayer, se ha contenido. Hemos regresado al promedio de los días anteriores. Primero Dios logremos bajarlo aún más en los próximos días."
855,"¿Préstamo? ¿Podría decirnos el nuevo presidente del COENA, cuál fue el préstamo para el #PlanControlTerritorial aprobado por la @AsambleaSV? El único “préstamo” lo tienen en sus escritorios, para apoyar la Fase 2, pero ninguno de sus diputados ha votado para apoyarlo."
856,"Duerman tranquilos, nuestros policías y soldados cuidarán de ustedes. Dios está con nosotros."
857,"Nosotros haremos nuestro trabajo. Con o sin el apoyo de la @AsambleaSV. Pero me parece increíble que aún viendo familias salvadoreñas llorando a sus hijos, los diputados no quieran apretar un botón y financiar el #PlanControlTerritorial. ¿Qué están esperando?"
858,"Hoy estamos experimentando una alza en homicidios, como si fuera un día del Gobierno anterior. He convocado a todo el Gabinete de Seguridad. Tomaremos las medidas que sean necesarias para que volvamos a tener la relativa tranquilidad que hemos tenido estos meses."
859,"A pesar de que la Asamblea Legislativa aún no ha aprobado los fondos de la Fases 2 y 3 del #PlanControlTerritorial, ya empezamos a hacer la entrega del nuevo equipo a diferentes divisiones de nuestra Fuerza Armada. Cada vez, nuestro país será más capaz de vencer al crimen."
860,"El aumento a todo el personal de la @PNCSV y de la @FUERZARMADASV (administrativo y operativo), se extenderá también a los custodios de @CentrosPenales. Se dividirá en 2 partes. La primera será de 100 dólares mensuales e iniciará el 1 de enero del próximo año."
861,Quiero aprovechar la ocasión para anunciar que el presupuesto 2020 y 2021 incluirá un incremento salarial escalonado para todos nuestros policías y soldados. El primero en más de una década.
862,"Increíble como pueden perderse dos vidas humanas, lo más preciado que tenemos, por una vil riña entre borrachos. Definitivamente la violencia en nuestro país abarca demasiadas aristas, mucho más que solo las pandillas."
863,"Veo algunas analistas hablando de repunte de homicidios. Sean responsables. El mes pasado también tuvimos días atípicos, no se puede establecer una tendencia con dos días. El lunes tuvimos 3 homicidios y hoy, hasta esta hora, llevamos 0."
864,"Luego de que nuestro país tuviera el mes con menos homicidios desde los Acuerdos de Paz, se ordena al Director @OsirisLunaMeza, levantar totalmente la emergencia en @CentrosPenales. La tendencia a la baja deberá mantenerse en septiembre. El Presidente debe cumplir su palabra."
865,Termina agosto y podemos confirmar que hemos cerrado el mes con menos homicidios desde los Acuerdos de Paz.
866,"Este día El Salvador cierra con dos homicidios. A pesar de las adversidades y el largo camino que falta por recorrer, seguimos bajando el promedio. De seguir así, agosto se convertiría en el mes más seguro desde los Acuerdos de Paz."
867,"La @FGR_SV ha confirmado la reducción “nunca antes vista” en HOMICIDIOS, DESAPARICIONES y EXTORSIONES. ¿Queda algún diputado que no quiera apoyar el #PlanControlTerritorial?"
868,"Este día no hubo ningún homicidio en El Salvador. Pero nuestra estadística mostrará uno, ya que un pandillero de Mara 18R, que había sido lesionado en un enfrentamiento con la @PNCSV el 13 de agosto, falleció en el hospital. Por protocolos internacionales, se contabiliza hoy."
869,Hoy cerramos el día con un homicidio. Un pandillero de la Mara 18R. Ojalá lleguemos a ser un país que no tenga que contar a sus muertos.
870,"Un nota de @TelemundoNews de hace dos semanas, que ya reportaba los avances del #PlanControlTerritorial. Dos semanas después, hemos logrado aún más. El reportaje resalta: “Solo en 8 semanas, este Gobierno ha logrado hacer lo que sus predecesores no pudieron hacer en décadas”."
871,"El año pasado, el mismo día, tuvimos 9 homicidios."
872,Lamentable día con 3 homicidios. 2 en hechos ocurridos hoy (incluyendo la madre de nuestros héroes de la @PNCSV) y una osamenta encontrada de un homicidio ocurrido días atrás.
873,La @PNCSV ha hecho un excelente trabajo indentificando a los homicidas con pruebas irrefutables de su participación. Ya capturaron a uno de los hechores y están tras el otro. La @FGR_SV y el sistema judicial están en la obligación de llevarle justicia a esta familia de héroes.
874,Espero que los jueces hagan cumplir la ley y no permitan que este crimen quede impune.
875,"La @PNC_SV ha capturado al autor intelectual y material del homicidio de la madre de dos agentes. Si bien el homicida es vecino de la víctima y no es pandillero, tuvo colaboración de un pandillero de la MS clica JLS, quien aún no ha sido capturado, pero ya está identificado."
876,"De no ser por este incidente, ahorita estuviéramos anunciando otro día con 0 homicidios. Nuestro país necesita escuchar eso: “0 homicidios”. Lastimosamente no fue así."
877,"Gracias a la disponibilidad de 1,400 nuevas tropas de la @FUERZARMADASV y agentes de la @PNC_SV, hoy ampliamos con éxito el #PlanControlTerritorial #Fase1 a: -Chalatenango -Sensuntepeque -San Francisco Gotera -San Vicente -Zacatecoluca"
878,Podemos confirmar que hemos cerrado el día con 0 homicidios en todo el territorio nacional.
879,"El lunes graduamos más de mil nuevos soldados. Ayer graduamos cientos de nuevos policías. Esto nos servirá para ampliar el #PlanControlTerritorial a más lugares de nuestro país. Si alguien pensaba que la delincuencia le iba a ganar la batalla a El Salvador, estaba equivocado."
880,"Ayer incorporamos 1,060 nuevos soldados a nuestra @FUERZARMADASV. Hoy incorporaremos 364 nuevos policías a nuestra @PNC_SV. Todos ellos se sumarán al #PlanControlTerritorial"
881,"Hace 2 meses, cualquiera hubiera dicho que lo que estamos logrando ahora era imposible. Pero con la ayuda de Dios y el apoyo del pueblo salvadoreño, estamos venciendo la delincuencia."
882,"Este domingo trasladamos 3,000 reos a diferentes penales. Cortando las cadenas de mando y las estructuras enquistadas. Además, hemos completamente separado a los reos condenados de los procesados (para que estos no sean utilizados para sacar órdenes al exterior)."
883,"Algún día, con la ayuda de Dios, diremos que tuvimos 0 homicidios. Mientras tanto, a seguir trabajando."
884,Este sábado también cerramos con dos homicidios.
885,"Ayer viernes, El Salvador cerró con dos homicidios."
886,Felicidades por su buen trabajo Ministro @Nelfuent. Le recuerdo que nuestra prioridad es el financiamiento para la #Fase2 del #PlanControlTerritorial. Nuestras comunidades esperan esos recursos.
887,"Este lunes El Salvador tuvo 0 homicidios. Pero nuestras estadísticas reportarán 1, ya que un miembro de la MS-13 que había sido herido el domingo en un enfrentamiento con la policía, falleció este lunes. Ojalá algún día tengamos 0 homicidios, sin ningún “pero”."
888,"Los delincuentes pretendían violar los derechos humanos de sus víctimas. Por eso el Estado los repele, para PROTEGER los derechos humanos. El Estado además le respeta SUS derechos: ✔️Es atendido médicamente de manera rápida. ✔️Enfrentará un juicio. PD. Sus cómplices huyeron."
889,"El Estado debe cumplir con su deber y el Presidente con su palabra. Si los homicidios vuelven a subir, volveremos a decretar emergencia máxima."
890,"He instruido al director @OsirisLunaMeza, levantar escalonadamente la emergencia en @CentrosPenales. Los reos podrán recibir sol, ir a talleres, a las granjas penitenciarias y recibir clases. Las comunicaciones al exterior y las visitas permanecerán suspendidas indefinidamente."
